STATION,NAME,DATE,AWND,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5,WT01,WT02,WT03,WT07,WT08
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/27/2019,2.5,1626,0,,,,31.1,15,270,280,8.1,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/28/2019,2.6,1457,0,,,,32.2,14.4,270,270,8.1,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/29/2019,1.9,1654,0,,,,33.3,15.6,280,280,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",6/30/2019,2.6,1521,0,,,,35.6,17.8,270,270,9.4,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/1/2019,2.4,,0,0,0,,35,16.1,270,270,8.9,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/2/2019,2.6,,0,0,0,,32.8,16.1,270,270,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/3/2019,2.6,,0,0,0,,30.6,15.6,270,250,8.9,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/4/2019,3.4,,0,0,0,,30,16.1,270,270,8.9,10.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/5/2019,2.8,1530,0,,,,31.1,15,270,270,7.6,9.8,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/6/2019,3.4,1534,0,,,,31.1,15.6,280,270,8.9,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/7/2019,3,1601,0,,,,30,16.1,270,270,9.4,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/8/2019,3.1,1658,0,,,,27.8,16.1,280,280,7.6,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/9/2019,2.7,1739,0,,,,32.8,15.6,270,270,8.9,10.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/10/2019,2.7,1545,0,,,,33.9,16.7,280,260,8.1,10.3,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/11/2019,2.3,1618,0,,,,36.1,17.8,270,270,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/12/2019,2.4,1451,0,,,,38.3,17.8,270,250,7.6,10.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/13/2019,2.5,1452,0,,,,36.7,19.4,270,280,7.6,9.8,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/14/2019,2.6,1520,0,,,,38.3,16.7,270,270,9.4,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/15/2019,2,1537,0,,,,37.8,17.2,270,270,8.1,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/16/2019,2.2,1548,0,,,,36.7,18.9,270,270,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/17/2019,3.3,1352,0,,,,33.9,16.7,280,270,9.4,12.1,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/18/2019,2.7,1434,0,,,,33.3,16.7,280,270,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/19/2019,2.7,1540,0,,,,31.7,15.6,260,270,9.8,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/20/2019,2.7,1500,0,,,,32.8,15.6,270,270,8.9,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/21/2019,2.5,1726,0,,,,36.7,16.1,270,280,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/22/2019,2.4,1504,0.5,,,,36.7,18.3,270,280,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/23/2019,2.4,1639,0,,,,40.6,23.3,270,250,9.8,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/24/2019,2.8,1629,0,,,,40.6,22.8,270,280,10.3,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/25/2019,2.5,1629,0,,,,37.8,23.3,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/26/2019,2.5,1447,0,,,,38.3,21.7,280,270,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/27/2019,2.6,1438,0,,,,39.4,20.6,280,270,7.6,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/28/2019,2.3,1341,0,,,,36.7,21.1,270,280,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/29/2019,2.7,1253,0,,,,35,17.8,270,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/30/2019,3,1426,0,,,,34.4,16.7,270,280,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",7/31/2019,3.1,1526,0,,,,34.4,18.3,280,270,8.1,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/1/2019,2.3,,0,0,0,,36.7,17.8,270,270,8.9,10.7,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/2/2019,2.2,,0,0,0,,37.8,17.2,270,270,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/3/2019,2.5,,0,0,0,,37.8,19.4,270,270,8.1,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/4/2019,2.6,,0,0,0,,37.2,18.3,270,270,7.6,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/5/2019,2.1,,0,0,0,,38.9,18.3,280,280,8.9,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/6/2019,2.7,,0,0,0,,40.6,17.8,270,270,9.4,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/7/2019,2.6,,0,0,0,,34.4,18.9,270,250,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/8/2019,2.3,,0,0,0,,34.4,16.7,270,260,8.1,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/9/2019,2.1,,0,0,0,,34.4,16.7,270,280,9.4,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/10/2019,2.5,,0,0,0,,32.8,16.7,270,270,9.4,13,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/11/2019,2.3,,0,0,0,,33.3,16.7,270,280,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/12/2019,2.2,,0,0,0,,33.9,16.7,270,250,8.9,11.2,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/13/2019,2.2,,0,0,0,,36.7,16.7,270,270,8.1,10.7,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/14/2019,2.1,,0,0,0,,38.9,18.3,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/15/2019,1.9,,0,0,0,,38.9,17.2,270,280,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/16/2019,2.8,,0,0,0,,36.1,16.1,280,270,8.9,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/17/2019,2.6,,0,0,0,,32.2,16.1,270,270,8.1,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/18/2019,2.2,,0,0,0,,32.2,15.6,270,270,6.7,8.9,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/19/2019,2.6,,0,0,0,,33.9,16.1,260,280,7.6,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/20/2019,2,,0,0,0,,36.1,16.7,270,280,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/21/2019,2,,0,0,0,,38.3,16.7,280,280,7.6,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/22/2019,2.5,,0,0,0,,34.4,16.1,280,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/23/2019,2.1,,0,0,0,,33.3,15.6,270,270,6.3,8.5,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/24/2019,2.4,,0,0,0,,37.8,18.3,270,280,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/25/2019,2.4,,0,0,0,,37.8,19.4,270,270,9.4,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/26/2019,2.3,,0,0,0,,37.8,21.1,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/27/2019,2.6,,0,0,0,,36.7,20,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/28/2019,2.6,,0,0,0,,33.9,18.9,270,280,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/29/2019,2.2,,0,0,0,,36.7,19.4,270,270,7.6,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/30/2019,1.8,,0,0,0,,37.8,20,270,270,7.6,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",8/31/2019,1.6,,0,0,0,,38.9,18.9,280,270,7.2,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/1/2019,1.7,,0,0,0,,37.8,20,270,280,6.7,8.5,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/2/2019,2.2,,0,0,0,,38.3,21.7,270,280,9.4,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/3/2019,2.3,,0,0,0,,37.2,22.2,250,270,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/4/2019,2.2,,0,0,0,,40,21.7,260,280,9.4,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/5/2019,2.1,,0,0,0,,37.8,23.9,270,270,8.9,11.6,,,1,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/6/2019,2.2,,0,0,0,,37.2,21.1,270,270,8.9,11.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/7/2019,2.1,,0,0,0,,35.6,18.9,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/8/2019,2,,0,0,0,,29.4,16.1,270,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/9/2019,2.2,,0,0,0,,31.1,16.7,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/10/2019,2.2,,0.3,0,0,,27.8,16.7,270,260,8.1,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/11/2019,2,,0,0,0,,30.6,16.7,260,250,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/12/2019,2.2,,0,0,0,,37.8,15.6,270,250,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/13/2019,2.3,,0,0,0,,40.6,17.8,260,250,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/14/2019,2.5,,0,0,0,,40,17.2,270,250,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/15/2019,2.1,,0,0,0,,37.8,18.3,270,270,9.4,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/16/2019,2.1,,0,0,0,,32.8,17.8,270,270,8.9,12.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/17/2019,1.9,,0,0,0,,31.7,13.9,270,280,6.3,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/18/2019,1.6,,0,0,0,,31.7,16.1,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/19/2019,2.1,,0,0,0,,28.3,14.4,270,260,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/20/2019,1.8,,0,0,0,,30.6,16.1,250,270,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/21/2019,1.7,,0,0,0,,36.1,14.4,260,270,7.6,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/22/2019,2.7,,0,0,0,,36.1,15.6,260,280,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/23/2019,2.2,,0,0,0,,32.8,16.7,270,280,9.4,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/24/2019,2.3,,0,0,0,,38.3,14.4,40,40,8.9,13.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/25/2019,2.3,,0,0,0,,33.9,17.2,270,270,7.2,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/26/2019,2.3,,0,0,0,,25.6,18.3,270,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/27/2019,2.9,,0,0,0,,24.4,17.8,270,270,5.8,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/28/2019,2.6,,0,0,0,,24.4,15.6,280,270,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/29/2019,1.9,,0,0,0,,24.4,12.2,270,270,6.7,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",9/30/2019,1.7,,0,0,0,,25,10,270,280,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/1/2019,1.8,,0,0,0,,25.6,10,270,270,6.3,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/2/2019,1.7,,0,0,0,,31.7,10.6,250,250,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/3/2019,2,,0,0,0,,30,12.2,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/4/2019,2,,0,0,0,,28.9,11.1,270,270,6.3,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/5/2019,1.7,,0,0,0,,32.8,11.7,260,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/6/2019,1.7,,0,0,0,,36.1,11.1,260,260,7.2,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/7/2019,2.3,,0,0,0,,35.6,13.3,270,270,8.9,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/8/2019,1.9,,0,0,0,,31.7,12.2,270,260,7.2,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/9/2019,1.7,,0,0,0,,27.8,11.7,280,280,5.4,9.4,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/10/2019,6.9,,0,0,0,,27.2,,350,30,10.7,17.9,,,,1,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/11/2019,4.1,,0,0,0,,30,16.1,30,30,8.1,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/12/2019,1.9,,0,0,0,,31.7,10.6,270,270,8.1,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/13/2019,2.8,,0,0,0,,28.9,10,260,270,7.6,10.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/14/2019,1.3,,0,0,0,,26.1,13.9,250,270,6.3,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/15/2019,1.4,,0,0,0,,33.9,10.6,270,270,6.7,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/16/2019,2.2,,0,0,0,,34.4,13.9,270,270,7.6,9.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/17/2019,2,,0,0,0,,27.2,14.4,280,270,8.9,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/18/2019,1.9,,0,0,0,,28.3,12.2,270,270,7.6,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/19/2019,1.9,,0,0,0,,28.3,10,270,270,7.2,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/20/2019,2.6,,0,0,0,,31.1,10,350,360,8.1,14.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/21/2019,2.4,,0,0,0,,34.4,13.3,280,340,5.8,8.5,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/22/2019,2,,0,0,0,,36.1,12.8,260,250,6.7,8.5,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/23/2019,2.2,,0,0,0,,36.7,15,270,270,7.2,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/24/2019,4.2,,0,0,0,,32.8,16.7,10,10,9.8,15.7,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/25/2019,2.2,,0,0,0,,35,15.6,30,30,5.4,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/26/2019,1.6,,0,0,0,,32.8,13.9,270,270,6.7,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/27/2019,2.4,,0,0,0,,23.9,11.1,360,360,8.1,15.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/28/2019,3.4,,0,0,0,,25,10,30,20,8.9,14.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/29/2019,1.9,,0,0,0,,23.3,6.7,270,270,6.7,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/30/2019,5.9,,0,0,0,,20,10,30,20,9.8,16.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",10/31/2019,4.8,,0,0,0,,24.4,11.7,50,50,8.1,12.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/1/2019,2.4,,0,0,0,,30,6.7,20,40,5.8,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/2/2019,1.6,,0,0,0,,31.1,9.4,20,30,5.4,7.2,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/3/2019,2.2,,0,0,0,,28.9,7.2,270,260,6.3,9.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/4/2019,1.7,,0,0,0,,29.4,7.8,270,250,5.8,6.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/5/2019,1.8,,0,0,0,,31.7,8.3,270,270,8.1,10.3,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/6/2019,1.4,,0,0,0,,26.7,10,270,270,5.4,7.2,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/7/2019,1.2,,0,0,0,,29.4,8.3,270,270,6.3,7.6,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/8/2019,1.5,,0,0,0,,33.3,9.4,360,350,5.8,8.5,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/9/2019,1.7,,0,0,0,,32.8,11.7,250,20,4.5,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/10/2019,1.4,,0,0,0,,27.8,10,260,270,6.3,7.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/11/2019,1.3,,0,0,0,,25.6,11.1,270,260,4.5,6.3,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/12/2019,1.2,,0,0,0,,30.6,8.9,270,270,6.3,7.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/13/2019,1.2,,0,0,0,,26.7,10,270,270,6.7,8.1,,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/14/2019,1.4,,0,0,0,,25.6,10,270,270,6.7,7.6,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/15/2019,1,,0,0,0,,22.2,9.4,270,270,6.3,8.1,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/16/2019,2.1,,0,0,0,,31.1,8.3,350,360,6.7,11.6,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/17/2019,2.3,,0,0,0,,32.2,12.8,40,40,6.3,8.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/18/2019,1.7,,0,0,0,,33.3,10,30,40,4.5,5.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/19/2019,2.1,,0,0,0,,27.8,13.9,270,280,8.1,10.7,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/20/2019,3.1,,2.3,0,0,,15.6,10,260,270,8.1,10.3,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/21/2019,0.9,,0,,0,,18.3,9.4,230,250,4.5,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/22/2019,0.9,,0,0,0,,21.7,8.9,100,100,4,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/23/2019,3.5,,0,0,0,,22.8,8.3,360,360,7.6,11.6,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/24/2019,2.2,,0,0,0,,25,9.4,50,60,5.4,8.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/25/2019,2.2,,0,0,0,,21.1,5,20,360,7.2,14.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/26/2019,2.8,,0,0,0,,18.9,10,20,10,8.9,13.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/27/2019,1.8,,6.4,,0,,15,6.1,270,260,8.9,10.7,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/28/2019,2,,36.6,,0,,8.9,5.6,110,120,6.3,8.1,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/29/2019,2.3,,0.8,,0,,12.2,3.3,240,250,8.9,10.7,1,1,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",11/30/2019,1.7,,0,,0,,14.4,5,50,50,4,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/1/2019,1.5,,0,0,0,,17.8,6.7,60,70,3.6,5.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/2/2019,1.3,,0,0,0,,21.7,6.7,270,270,3.6,4.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/3/2019,1.2,,0,,0,,20.6,9.4,40,50,3.1,4.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/4/2019,1,,21.3,0,0,,15,11.1,140,140,4.5,5.4,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/5/2019,0.9,,0,0,0,,18.9,8.9,30,90,3.1,4.9,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/6/2019,1.6,,1,0,0,,21.1,10,270,270,5.8,6.7,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/7/2019,0.7,,0.3,0,0,,17.2,12.2,270,300,3.6,4,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/8/2019,1.5,,1,0,0,,18.3,11.1,260,270,7.6,9.8,1,,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/9/2019,1.8,,0,0,0,,18.9,8.9,270,270,5.8,7.2,1,1,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/10/2019,1.3,,0,0,0,,19.4,5,280,270,3.6,5.4,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/11/2019,1,,0,0,0,,18.9,5,270,270,3.6,4.9,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/12/2019,1.1,,0,0,0,,21.1,7.8,270,270,3.6,4.5,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/13/2019,1.5,,0,0,0,,22.8,8.3,270,280,5.8,7.2,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/14/2019,0.5,,0,0,0,,16.1,10.6,270,280,4.5,5.8,1,1,,,1
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/15/2019,1.9,,0,0,0,,16.1,6.7,50,40,4.5,8.1,1,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/16/2019,3.9,,0,0,0,,16.7,3.9,20,40,8.1,14.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/17/2019,3.3,,0,0,0,,17.2,5,60,30,7.2,13,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/18/2019,1.9,,0,0,0,,16.7,2.2,260,250,6.3,8.1,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/19/2019,1.6,,0,0,0,,20,1.1,30,40,4,6.3,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/20/2019,2.5,,0,0,0,,23.3,5,20,40,4,5.8,,,,,
USW00003171,"RIVERSIDE MUNICIPAL AIRPORT, CA US",12/21/2019,1.3,,0,0,0,,22.8,6.7,40,70,4,5.4,,,,,
